source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[age]	characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[cultured cell]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[individual]	Characteristics[biological replicate]	assay name	comment[label]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type
Sample 1	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	1	run 11	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	9	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120630_EXQ2_AtDe_SA_WTR_OG_pooled_final_1_9.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120630_EXQ2_AtDe_SA_WTR_OG_pooled_final_1_9.raw	tissue
Sample 1	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	1	run 12	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	5	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_1_5.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_1_5.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 13	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_1.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_1.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 14	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	10	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_10.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_10.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 15	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	11	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_11.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_11.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 16	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	12	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_12.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_12.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 17	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_2.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_2.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 18	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_3.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_3.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 19	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	4	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_4.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_4.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 20	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	5	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_5.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_5.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 21	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	6	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_6.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_6.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 22	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	7	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_7.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_7.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 23	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	8	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_8.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_8.raw	tissue
Sample 2	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	2	run 24	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	9	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_9.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120706_EXQ2_AtDe_SA_WTR_OG_pooled_final_2_9.raw	tissue
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	run 25	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_1.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_1.raw	tissue
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	run 26	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	10	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_10.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_10.raw	tissue
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	run 27	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	11	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_11.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_11.raw	tissue
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	run 28	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	12	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_12.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_12.raw	tissue
