source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b32	proteomic profiling by mass spectrometry	HV_map_B32.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B32.raw	32	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b2	proteomic profiling by mass spectrometry	HV_map_B2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B2.raw	2	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b23	proteomic profiling by mass spectrometry	HV_map_B23.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B23.raw	23	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b41	proteomic profiling by mass spectrometry	HV_map_B41.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B41.raw	41	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b19	proteomic profiling by mass spectrometry	HV_map_B19.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B19.raw	19	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b44	proteomic profiling by mass spectrometry	HV_map_B44.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B44.raw	44	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b47	proteomic profiling by mass spectrometry	HV_map_B47.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B47.raw	47	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b25	proteomic profiling by mass spectrometry	HV_map_B25.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B25.raw	25	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b26	proteomic profiling by mass spectrometry	HV_map_B26.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B26.raw	26	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b20	proteomic profiling by mass spectrometry	HV_map_B20.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B20.raw	20	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b33	proteomic profiling by mass spectrometry	HV_map_B33.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B33.raw	33	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b22	proteomic profiling by mass spectrometry	HV_map_B22.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B22.raw	22	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b1	proteomic profiling by mass spectrometry	HV_map_B1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B1.raw	1	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b11	proteomic profiling by mass spectrometry	HV_map_B11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B11.raw	11	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b29ny	proteomic profiling by mass spectrometry	HV_map_B29ny.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B29ny.raw	29	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b18	proteomic profiling by mass spectrometry	HV_map_B18.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B18.raw	18	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b39	proteomic profiling by mass spectrometry	HV_map_B39.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B39.raw	39	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b46	proteomic profiling by mass spectrometry	HV_map_B46.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B46.raw	46	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b3	proteomic profiling by mass spectrometry	HV_map_B3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B3.raw	3	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b42ny	proteomic profiling by mass spectrometry	HV_map_B42ny.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B42ny.raw	42	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b28	proteomic profiling by mass spectrometry	HV_map_B28.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B28.raw	28	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b31	proteomic profiling by mass spectrometry	HV_map_B31.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B31.raw	31	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
