source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[growth condition]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[reduction reagent]	comment[alkylation reagent]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]
Sample 2	Haloferax volcanii DS2	agl15::trp	membrane	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 18	proteomic profiling by mass spectrometry	20190604_StS_Agl15_Mem_GluC_Rep1.raw	1	5	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 2	Haloferax volcanii DS2	agl15::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 19	proteomic profiling by mass spectrometry	20190604_StS_Agl15_SN_GluC_Rep1.raw	1	6	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 3	Haloferax volcanii DS2	aglB::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 10	proteomic profiling by mass spectrometry	20190604_StS_AglB_Cyt_Try_Rep1_2.raw	1	1	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 3	Haloferax volcanii DS2	aglB::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 11	proteomic profiling by mass spectrometry	20190604_StS_AglB_Cyt_Try_Rep1.raw	1	2	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 3	Haloferax volcanii DS2	aglB::trp	membrane	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 12	proteomic profiling by mass spectrometry	20190604_StS_AglB_Mem_Try_Rep1.raw	1	3	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 3	Haloferax volcanii DS2	aglB::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 13	proteomic profiling by mass spectrometry	20190604_StS_AglB_SN_Try_Rep1.raw	1	4	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 3	Haloferax volcanii DS2	aglB::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 20	proteomic profiling by mass spectrometry	20190604_StS_AglB_Cyt_GluC_Rep1.raw	1	5	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 3	Haloferax volcanii DS2	aglB::trp	membrane	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 21	proteomic profiling by mass spectrometry	20190604_StS_AglB_Mem_GluC_Rep1.raw	1	6	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 3	Haloferax volcanii DS2	aglB::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 22	proteomic profiling by mass spectrometry	20190604_StS_AglB_SN_GluC_Rep1.raw	1	7	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 4	Haloferax volcanii DS2	H53	cytosol	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 14	proteomic profiling by mass spectrometry	20190604_StS_H53_Cyt_Try_Rep1.raw	1	1	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 4	Haloferax volcanii DS2	H53	membrane	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 15	proteomic profiling by mass spectrometry	20190604_StS_H53_Mem_Try_Rep1.raw	1	2	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 4	Haloferax volcanii DS2	H53	culture supernatant	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 16	proteomic profiling by mass spectrometry	20190604_StS_H53_SN_Try_Rep1.raw	1	3	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 4	Haloferax volcanii DS2	H53	cytosol	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 23	proteomic profiling by mass spectrometry	20190604_StS_H53_Cyt_GluC_Rep1-2.raw	1	4	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 4	Haloferax volcanii DS2	H53	cytosol	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 24	proteomic profiling by mass spectrometry	20190604_StS_H53_Cyt_GluC_Rep1.raw	1	5	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 4	Haloferax volcanii DS2	H53	membrane	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 25	proteomic profiling by mass spectrometry	20190604_StS_H53_Mem_GluC_Rep1.raw	1	6	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 4	Haloferax volcanii DS2	H53	culture supernatant	prokaryotic cell	exponential and stationary growth phase	2	not applicable	Run 26	proteomic profiling by mass spectrometry	20190604_StS_H53_SN_GluC_Rep1.raw	1	7	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 5	Haloferax volcanii DS2	agl15::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 27	proteomic profiling by mass spectrometry	20190606_StS_Agl15_Cyt_Try_Rep2.raw	1	1	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 5	Haloferax volcanii DS2	agl15::trp	membrane	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 28	proteomic profiling by mass spectrometry	20190606_StS_Agl15_Mem_Try_Rep2.raw	1	2	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 5	Haloferax volcanii DS2	agl15::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 29	proteomic profiling by mass spectrometry	20190606_StS_Agl15_SN_Try_Rep2.raw	1	3	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 5	Haloferax volcanii DS2	agl15::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 36	proteomic profiling by mass spectrometry	20190606_StS_Agl15_Cyt_GluC_Rep2.raw	1	4	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 5	Haloferax volcanii DS2	agl15::trp	membrane	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 37	proteomic profiling by mass spectrometry	20190606_StS_Agl15_Mem_GluC_Rep2.raw	1	5	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 5	Haloferax volcanii DS2	agl15::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 38	proteomic profiling by mass spectrometry	20190606_StS_Agl15_SN_GluC_Rep2.raw	1	6	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 6	Haloferax volcanii DS2	aglB::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 30	proteomic profiling by mass spectrometry	20190606_StS_AglB_Cyt_Try_Rep2.raw	1	1	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 6	Haloferax volcanii DS2	aglB::trp	membrane	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 31	proteomic profiling by mass spectrometry	20190606_StS_AglB_Mem_Try_Rep2.raw	1	2	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 6	Haloferax volcanii DS2	aglB::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 32	proteomic profiling by mass spectrometry	20190606_StS_AglB_SN_Try_Rep2.raw	1	3	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 6	Haloferax volcanii DS2	aglB::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 39	proteomic profiling by mass spectrometry	20190606_StS_AglB_Cyt_GluC_Rep2.raw	1	4	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 6	Haloferax volcanii DS2	aglB::trp	membrane	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 40	proteomic profiling by mass spectrometry	20190606_StS_AglB_Mem_GluC_Rep2.raw	1	5	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 6	Haloferax volcanii DS2	aglB::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 41	proteomic profiling by mass spectrometry	20190606_StS_AglB_SN_GluC_Rep2.raw	1	6	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 7	Haloferax volcanii DS2	H53	cytosol	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 33	proteomic profiling by mass spectrometry	20190606_StS_H53_Cyt_Try_Rep2.raw	1	1	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 7	Haloferax volcanii DS2	H53	membrane	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 34	proteomic profiling by mass spectrometry	20190606_StS_H53_Mem_Try_Rep2.raw	1	2	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 7	Haloferax volcanii DS2	H53	culture supernatant	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 35	proteomic profiling by mass spectrometry	20190606_StS_H53_SN_Try_Rep2.raw	1	3	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 7	Haloferax volcanii DS2	H53	cytosol	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 42	proteomic profiling by mass spectrometry	20190606_StS_H53_Cyt_GluC_Rep2.raw	1	4	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 7	Haloferax volcanii DS2	H53	membrane	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 43	proteomic profiling by mass spectrometry	20190606_StS_H53_Mem_GluC_Rep2.raw	1	5	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 7	Haloferax volcanii DS2	H53	culture supernatant	prokaryotic cell	exponential and stationary growth phase	3	not applicable	Run 44	proteomic profiling by mass spectrometry	20190606_StS_H53_SN_GluC_Rep2.raw	1	6	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 8	Haloferax volcanii DS2	agl15::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 45	proteomic profiling by mass spectrometry	20190607_StS_Agl15_Cyt_Try_Rep3.raw	1	1	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 8	Haloferax volcanii DS2	agl15::trp	membrane	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 46	proteomic profiling by mass spectrometry	20190607_StS_Agl15_Mem_Try_Rep3.raw	1	2	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 8	Haloferax volcanii DS2	agl15::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 47	proteomic profiling by mass spectrometry	20190607_StS_Agl15_SN_Try_Rep3.raw	1	3	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 8	Haloferax volcanii DS2	agl15::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 54	proteomic profiling by mass spectrometry	20190607_StS_Agl15_Cyt_GluC_Rep3.raw	1	4	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 8	Haloferax volcanii DS2	agl15::trp	membrane	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 55	proteomic profiling by mass spectrometry	20190607_StS_Agl15_Mem_GluC_Rep3.raw	1	5	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 8	Haloferax volcanii DS2	agl15::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 56	proteomic profiling by mass spectrometry	20190607_StS_Agl15_SN_GluC_Rep3.raw	1	6	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 9	Haloferax volcanii DS2	aglB::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 48	proteomic profiling by mass spectrometry	20190607_StS_AglB_Cyt_Try_Rep3.raw	1	1	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 9	Haloferax volcanii DS2	aglB::trp	membrane	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 49	proteomic profiling by mass spectrometry	20190607_StS_AglB_Mem_Try_Rep3.raw	1	2	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 9	Haloferax volcanii DS2	aglB::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 50	proteomic profiling by mass spectrometry	20190607_StS_AglB_SN_Try_Rep3.raw	1	3	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 9	Haloferax volcanii DS2	aglB::trp	cytosol	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 57	proteomic profiling by mass spectrometry	20190607_StS_AglB_Cyt_GluC_Rep3.raw	1	4	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 9	Haloferax volcanii DS2	aglB::trp	membrane	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 58	proteomic profiling by mass spectrometry	20190607_StS_AglB_Mem_GluC_Rep3.raw	1	5	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 9	Haloferax volcanii DS2	aglB::trp	culture supernatant	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 59	proteomic profiling by mass spectrometry	20190607_StS_AglB_SN_GluC_Rep3.raw	1	6	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001314;NT=V8-DE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 10	Haloferax volcanii DS2	H53	cytosol	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 51	proteomic profiling by mass spectrometry	20190607_StS_H53_Cyt_Try_Rep3.raw	1	1	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
Sample 10	Haloferax volcanii DS2	H53	membrane	prokaryotic cell	exponential and stationary growth phase	4	not applicable	Run 52	proteomic profiling by mass spectrometry	20190607_StS_H53_Mem_Try_Rep3.raw	1	2	label free sample	DTT	IAA	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=MS:1002481	25%; 30%; 35% NCE
