source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD017269_SDS2/ High-grade serous ovarian cancer/ B/ 4% SDS, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue High-grade serous ovarian cancer	not avalaible	not avalaible	10	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20190129_QE8_nLC14_FaCo_SA_DDA_100min_ProtocolTest_SDS_2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE1/ High-grade serous ovarian cancer/ A/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue High-grade serous ovarian cancer	not avalaible	not avalaible	11	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20190129_QE8_nLC14_FaCo_SA_DDA_100min_ProtocolTest_TFE_1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE2/ High-grade serous ovarian cancer/ B/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue High-grade serous ovarian cancer	not avalaible	not avalaible	12	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20190129_QE8_nLC14_FaCo_SA_DDA_100min_ProtocolTest_TFE_2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Sample1_ACN1/ High-grade serous ovarian cancer/ -/ 50% acetonitrile, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue High-grade serous ovarian cancer	not avalaible	not avalaible	13	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20190521_QE9_nLC0_FaCo_SA_OvCa-FFPE-1_ACN1_20190524213841.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Sample1_ACN2/ High-grade serous ovarian cancer/ -/ 50% acetonitrile, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue High-grade serous ovarian cancer	not avalaible	not avalaible	13	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20190521_QE9_nLC0_FaCo_SA_OvCa-FFPE-1_ACN2_20190524234010.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Sample1_TFE/ High-grade serous ovarian cancer/ -/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue High-grade serous ovarian cancer	not avalaible	not avalaible	13	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20190521_QE9_nLC0_FaCo_SA_OvCa-FFPE-1_TFE_20190525014141.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Sample2_ACN/ High-grade serous ovarian cancer/ -/ 50% acetonitrile, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue High-grade serous ovarian cancer	not avalaible	not avalaible	13	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20190521_QE9_nLC0_FaCo_SA_OvCa-FFPE-2_ACN_20190524173541.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Sample2_TFE/ High-grade serous ovarian cancer/ -/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue High-grade serous ovarian cancer	not avalaible	not avalaible	13	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20190521_QE9_nLC0_FaCo_SA_OvCa-FFPE-2_TFE_20190524193712.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_FASP_Biorep1_Rep1/ Glioma/ 1/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	14	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep1_Rep1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_FASP_Biorep1_Rep2/ Glioma/ 1/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	14	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep1_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_FASP_Biorep1_Rep3/ Glioma/ 1/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	14	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep1_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_FASP_Biorep2_Rep1/ Glioma/ 2/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	15	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep2_Rep1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_FASP_Biorep2_Rep2/ Glioma/ 2/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	15	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep2_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_FASP_Biorep2_Rep3/ Glioma/ 2/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	15	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep2_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
