source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disposition]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[file uri]	factor value[organism part]	factor value[age]
Sample 9	Mus musculus	brain	3M	not applicable	adult	uninfected	1	not applicable	Run 18	proteomic profiling by mass spectrometry	brain_3mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_3mo_1_2-results.raw	brain	3M
Sample 10	Mus musculus	brain	3M	not applicable	adult	uninfected	1	not applicable	Run 19	proteomic profiling by mass spectrometry	brain_3mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_3mo_2_1-results.raw	brain	3M
Sample 10	Mus musculus	brain	3M	not applicable	adult	uninfected	1	not applicable	Run 20	proteomic profiling by mass spectrometry	brain_3mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_3mo_2_2-results.raw	brain	3M
Sample 11	Mus musculus	brain	3M	not applicable	adult	uninfected	1	not applicable	Run 21	proteomic profiling by mass spectrometry	brain_3mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_3mo_3_1-results.raw	brain	3M
Sample 11	Mus musculus	brain	3M	not applicable	adult	uninfected	1	not applicable	Run 22	proteomic profiling by mass spectrometry	brain_3mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_3mo_3_2-results.raw	brain	3M
Sample 12	Mus musculus	brain	3M	not applicable	adult	uninfected	1	not applicable	Run 23	proteomic profiling by mass spectrometry	brain_3mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_3mo_4_1-results.raw	brain	3M
Sample 12	Mus musculus	brain	3M	not applicable	adult	uninfected	1	not applicable	Run 24	proteomic profiling by mass spectrometry	brain_3mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_3mo_4_2-results.raw	brain	3M
Sample 13	Mus musculus	brain	5M	not applicable	adult	uninfected	1	not applicable	Run 25	proteomic profiling by mass spectrometry	brain_5mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_5mo_1_1-results.raw	brain	5M
Sample 13	Mus musculus	brain	5M	not applicable	adult	uninfected	1	not applicable	Run 26	proteomic profiling by mass spectrometry	brain_5mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_5mo_1_2-results.raw	brain	5M
Sample 14	Mus musculus	brain	5M	not applicable	adult	uninfected	1	not applicable	Run 27	proteomic profiling by mass spectrometry	brain_5mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_5mo_2_1-results.raw	brain	5M
Sample 14	Mus musculus	brain	5M	not applicable	adult	uninfected	1	not applicable	Run 28	proteomic profiling by mass spectrometry	brain_5mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_5mo_2_2-results.raw	brain	5M
Sample 15	Mus musculus	brain	5M	not applicable	adult	uninfected	1	not applicable	Run 29	proteomic profiling by mass spectrometry	brain_5mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_5mo_3_1-results.raw	brain	5M
Sample 15	Mus musculus	brain	5M	not applicable	adult	uninfected	1	not applicable	Run 30	proteomic profiling by mass spectrometry	brain_5mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_5mo_3_2-results.raw	brain	5M
Sample 16	Mus musculus	brain	5M	not applicable	adult	uninfected	1	not applicable	Run 31	proteomic profiling by mass spectrometry	brain_5mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_5mo_4_1-results.raw	brain	5M
Sample 16	Mus musculus	brain	5M	not applicable	adult	uninfected	1	not applicable	Run 32	proteomic profiling by mass spectrometry	brain_5mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/brain_5mo_4_2-results.raw	brain	5M
Sample 17	Mus musculus	heart	10M	not applicable	adult	uninfected	1	not applicable	Run 33	proteomic profiling by mass spectrometry	heart_10mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_10mo_1_1-results.raw	heart	10M
Sample 17	Mus musculus	heart	10M	not applicable	adult	uninfected	1	not applicable	Run 34	proteomic profiling by mass spectrometry	heart_10mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_10mo_1_2-results.raw	heart	10M
Sample 18	Mus musculus	heart	10M	not applicable	adult	uninfected	1	not applicable	Run 35	proteomic profiling by mass spectrometry	heart_10mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_10mo_2_1-results.raw	heart	10M
