source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	Factor Value[Phenotype]
Sample 3	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	1	not applicable	run 11	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_11.raw		3	20170929_MT_Celine_90m_11.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:45	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	Control
Sample 3	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	1	not applicable	run 12	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_12.raw		4	20170929_MT_Celine_90m_12.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:46	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	Control
Sample 4	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	1	not applicable	run 13	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_13.raw		1	20170929_MT_Celine_90m_13.raw	AC=MS:1002038;NT=label free sample	4	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:47	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	Control
Sample 4	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	1	not applicable	run 14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_14.raw		2	20170929_MT_Celine_90m_14.raw	AC=MS:1002038;NT=label free sample	4	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:48	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	Control
Sample 4	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	1	not applicable	run 15	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_15.raw		3	20170929_MT_Celine_90m_15.raw	AC=MS:1002038;NT=label free sample	4	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:49	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	Control
Sample 4	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	1	not applicable	run 16	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_16.raw		4	20170929_MT_Celine_90m_16.raw	AC=MS:1002038;NT=label free sample	4	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:50	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	Control
Sample 5	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 17	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_17.raw		1	20170929_MT_Celine_90m_17.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:51	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 5	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 18	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_18.raw		2	20170929_MT_Celine_90m_18.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:52	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 5	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 19	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_19.raw		3	20170929_MT_Celine_90m_19.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:53	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 5	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 20	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_20.raw		4	20170929_MT_Celine_90m_20.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:54	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 6	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 21	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_21.raw		1	20170929_MT_Celine_90m_21.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:55	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 6	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 22	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_22.raw		2	20170929_MT_Celine_90m_22.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:56	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 6	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 23	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_23.raw		3	20170929_MT_Celine_90m_23.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:57	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 6	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 24	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_24.raw		4	20170929_MT_Celine_90m_24.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:58	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 7	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 25	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_25.raw		1	20170929_MT_Celine_90m_25.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:59	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 7	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 26	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_26.raw		2	20170929_MT_Celine_90m_26.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:60	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 7	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 27	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_27.raw		3	20170929_MT_Celine_90m_27.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:61	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 7	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 28	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_28.raw		4	20170929_MT_Celine_90m_28.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:62	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 8	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 29	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_29.raw		1	20170929_MT_Celine_90m_29.raw	AC=MS:1002038;NT=label free sample	4	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:63	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 8	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 30	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_30.raw		2	20170929_MT_Celine_90m_30.raw	AC=MS:1002038;NT=label free sample	4	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:64	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 8	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 31	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_31.raw		3	20170929_MT_Celine_90m_31.raw	AC=MS:1002038;NT=label free sample	4	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:65	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 8	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	2	not applicable	run 32	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_32.raw		4	20170929_MT_Celine_90m_32.raw	AC=MS:1002038;NT=label free sample	4	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:66	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	DBD_Mutant
Sample 9	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	3	not applicable	run 33	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_33.raw		1	20170929_MT_Celine_90m_33.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:67	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	SUMO_Mutant
Sample 9	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	3	not applicable	run 34	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_34.raw		2	20170929_MT_Celine_90m_34.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:68	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	SUMO_Mutant
Sample 9	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	3	not applicable	run 35	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_35.raw		3	20170929_MT_Celine_90m_35.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:69	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	SUMO_Mutant
Sample 9	Homo sapiens	liver	not available	not available	not available	not available	Hepatic stem progenitor cells	pluripotent stem cell line	not available	Healthy	not available	3	not applicable	run 36	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/06/PXD013737/20170929_MT_Celine_90m_36.raw		4	20170929_MT_Celine_90m_36.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:70	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	Cell line	SUMO_Mutant
