source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[fractionation method]	comment[monoatomic ion]	comment[file uri]	factor value[monoatomic ion]
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run15	proteomic profiling by mass spectrometry	HCC_Ga_IMAC_20120229_06.wiff	1	6	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_06.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run16	proteomic profiling by mass spectrometry	HCC_Ga_IMAC_20120229_07.wiff	1	7	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_07.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run17	proteomic profiling by mass spectrometry	HCC_Ga_IMAC_20120229_08.wiff	1	8	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_08.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run18	proteomic profiling by mass spectrometry	HCC_Ga_IMAC_20120229_09.wiff	1	9	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_09.wiff	Ga
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run19	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_01.wiff	1	1	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_01.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run20	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_02.wiff	1	2	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_02.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run21	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_03.wiff	1	3	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_03.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run22	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_04.wiff	1	4	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_04.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run23	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_05.wiff	1	5	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_05.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run24	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_06.wiff	1	6	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_06.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run25	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_07.wiff	1	7	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_07.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run26	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_08.wiff	1	8	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_08.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	1	not available	run27	proteomic profiling by mass spectrometry	HCC_Ga_Fe_IMAC_20120229_09.wiff	1	9	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_09.wiff	Ga_Fe
