source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[individual]	assay name	comment[data file]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[monoatomic ion]	comment[file uri]	factor value[monoatomic ion]
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run11	HCC_Ga_IMAC_20120229_02.wiff	2	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_02.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run12	HCC_Ga_IMAC_20120229_03.wiff	3	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_03.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run13	HCC_Ga_IMAC_20120229_04.wiff	4	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_04.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run14	HCC_Ga_IMAC_20120229_05.wiff	5	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_05.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run15	HCC_Ga_IMAC_20120229_06.wiff	6	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_06.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run16	HCC_Ga_IMAC_20120229_07.wiff	7	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_07.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run17	HCC_Ga_IMAC_20120229_08.wiff	8	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_08.wiff	Ga
HCC_Ga	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run18	HCC_Ga_IMAC_20120229_09.wiff	9	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_IMAC_20120229_09.wiff	Ga
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run19	HCC_Ga_Fe_IMAC_20120229_01.wiff	1	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_01.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run20	HCC_Ga_Fe_IMAC_20120229_02.wiff	2	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_02.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run21	HCC_Ga_Fe_IMAC_20120229_03.wiff	3	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_03.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run22	HCC_Ga_Fe_IMAC_20120229_04.wiff	4	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_04.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run23	HCC_Ga_Fe_IMAC_20120229_05.wiff	5	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_05.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run24	HCC_Ga_Fe_IMAC_20120229_06.wiff	6	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_06.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run25	HCC_Ga_Fe_IMAC_20120229_07.wiff	7	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_07.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run26	HCC_Ga_Fe_IMAC_20120229_08.wiff	8	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_08.wiff	Ga_Fe
HCC_Ga_Fe	Homo sapiens	lymphoblast	Raji B cell	not available	not available	not available	not available	Burkitt's lymphoma	not available	run27	HCC_Ga_Fe_IMAC_20120229_09.wiff	9	label free sample	NT=TripleTOF 5600;AC=MS:1000932	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=IMAC;AC=PRIDE:0000587	Ga_Fe	https://repository.jpostdb.org/data/JPST000183.0/HCC_Ga_Fe_IMAC_20120229_09.wiff	Ga_Fe
