source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]
PXD005137_280_bobe_B11	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B11.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B12	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B12.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B13	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B13.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B14	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B14.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B15	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B15.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B16	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B16.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B17	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B17.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B18	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B18.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B19	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B19.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_B20	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_B20.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G01	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G01.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G02	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G02.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G03	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G03.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G04	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G04.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G05	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G05.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G06	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G06.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G07	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G07.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G08	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G08.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G09	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G09.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G10	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G10.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G11	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G11.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G12	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G12.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G13	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G13.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G14	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G14.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G14bis	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G14bis.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G15	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G15.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G16	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G16.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G17	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G17.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G18	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G18.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G19	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G19.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD005137_280_bobe_G20	Danio rerio	Tissue eggs	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	280_bobe_G20.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
