source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[MS2 analyzer type]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]
Sample 23	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 23	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22128.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22128.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 24	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 24	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22130.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22130.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 25	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 25	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22134.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22134.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 26	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 26	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22136.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22136.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 27	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 27	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22138.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22138.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 28	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 28	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22140.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22140.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 29	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 29	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22142.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22142.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 30	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 30	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22144.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22144.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 31	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 31	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22146.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22146.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 32	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 32	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22148.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22148.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 33	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 33	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22150.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22150.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 34	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 34	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22152.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22152.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 35	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 35	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22154.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22154.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 36	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 36	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22156.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22156.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 37	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 37	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22160.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22160.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 38	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 38	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22162.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22162.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 39	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 39	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22164.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22164.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 40	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 40	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22166.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22166.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 41	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 41	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22168.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22168.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 42	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 42	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22170.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22170.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 43	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 43	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22172.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22172.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 44	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 44	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22174.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22174.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 45	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 45	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22176.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22176.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 46	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 46	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22178.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22178.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 47	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 47	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22180.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22180.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 48	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 48	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22182.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22182.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 49	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 49	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22200.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22200.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 50	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 50	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22202.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22202.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 51	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 51	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22204.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22204.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 52	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 52	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22206.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22206.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 53	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 53	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22208.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22208.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 54	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 54	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22210.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22210.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
