source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD005846_00940_F1_R1_P0106905B03_TMT10_REP3	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible	REP3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	00940_F1_R1_P0106905B03_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_00940_F1_R1_P0106905B04_TMT10_REP3	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible	REP3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	00940_F1_R1_P0106905B04_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_00940_F1_R1_P0106905B05_TMT10_REP3	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible	REP3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	00940_F1_R1_P0106905B05_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_00940_F1_R1_P0106905B06_TMT10_REP3	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible	REP3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	00940_F1_R1_P0106905B06_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_00940_F1_R1_P0106905B07_TMT10_REP3	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible	REP3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	00940_F1_R1_P0106905B07_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_00940_F1_R1_P0106905B08_TMT10_REP3	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible	REP3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	00940_F1_R1_P0106905B08_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_00940_F1_R1_P0106905B09_TMT10_REP3	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible	REP3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	00940_F1_R1_P0106905B09_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_01294_F1_R1_P0120081B02_TMT10	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible		not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	01294_F1_R1_P0120081B02_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_01294_F1_R1_P0120081B03_TMT10	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible		not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	01294_F1_R1_P0120081B03_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_01294_F1_R1_P0120081B04_TMT10	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible		not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	01294_F1_R1_P0120081B04_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_01294_F1_R1_P0120081B05_TMT10	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible		not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	01294_F1_R1_P0120081B05_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_01294_F1_R1_P0120081B06_TMT10	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible		not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	01294_F1_R1_P0120081B06_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_01294_F1_R1_P0120081B07_TMT10	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible		not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	01294_F1_R1_P0120081B07_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_01294_F1_R1_P0120081B08_TMT10	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible		not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	01294_F1_R1_P0120081B08_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
PXD005846_01294_F1_R1_P0120081B09_TMT10	Homo sapiens	Continuous cell line THP-1	not avalaible	not avalaible		not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	01294_F1_R1_P0120081B09_TMT10.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565
