source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[strain]	assay name	Technology Type	comment[data file]	comment[modification identifier]	comment[modification identifier]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[file uri]	factor value[strain]
Ecoli4ug	Escherichia coli	not available	not available	not available	BW25113	run11	proteomic profiling by mass spectrometry	3-091228-monolith350cm-long40h-Ecoli4ug-11.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	11	label free sample	1	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/3-091228-monolith350cm-long40h-Ecoli4ug-11.RAW	BW25113
Ecoli4ug	Escherichia coli	not available	not available	not available	BW25113	run12	proteomic profiling by mass spectrometry	3-091228-monolith350cm-long40h-Ecoli4ug-12.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	12	label free sample	1	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/3-091228-monolith350cm-long40h-Ecoli4ug-12.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run13	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-1.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	1	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-1.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run14	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-2.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	2	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-2.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run15	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-3.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	3	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-3.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run16	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-4.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	4	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-4.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run17	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-5.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	5	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-5.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run18	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-6.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	6	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-6.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run19	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-7.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	7	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-7.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run20	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-8.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	8	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-8.RAW	BW25113
Ecoli4ug-new-1	Escherichia coli	not available	not available	not available	BW25113	run21	proteomic profiling by mass spectrometry	2-091103-monolith350cm-long40h-Ecoli4ug-new-9.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	9	label free sample	2	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/2-091103-monolith350cm-long40h-Ecoli4ug-new-9.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run22	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-1.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	1	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-1.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run23	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-2.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	2	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-2.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run24	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-3.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	3	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-3.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run25	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-4.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	4	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-4.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run26	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-5.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	5	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-5.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run27	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-6.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	6	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-6.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run28	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-7.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	7	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-7.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run29	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-8.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	8	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-8.RAW	BW25113
Ecoli4ug-new-2	Escherichia coli	not available	not available	not available	BW25113	run30	proteomic profiling by mass spectrometry	7-091105-monolith350cm-long40h-Ecoli4ug-new-9.RAW	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	9	label free sample	3	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1001251;NT=Trypsin	NT=Lys-C;AC=MS:1001309	https://repository.jpostdb.org/data/JPST000059.0/7-091105-monolith350cm-long40h-Ecoli4ug-new-9.RAW	BW25113
