source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	material type	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[technical replicate]	comment[file uri]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[cell line]
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 12	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_2.raw	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_2.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 13	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_20.raw	20	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_20.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 14	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_3.raw	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_3.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 15	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_4.raw	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_4.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 16	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_5.raw	5	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_5.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 17	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_6.raw	6	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_6.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 18	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_7.raw	7	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_7.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 19	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_8.raw	8	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_8.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 1	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	1	Run 20	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_down_9.raw	9	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_down_9.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 21	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_1.raw	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_1.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 22	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_10.raw	10	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_10.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 23	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_11.raw	11	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_11.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 24	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_12.raw	12	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_12.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 25	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_13.raw	13	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_13.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 26	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_14.raw	14	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_14.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 27	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_15.raw	15	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_15.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 28	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_16.raw	16	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_16.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 29	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_17.raw	17	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_17.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 30	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_18.raw	18	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_18.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 31	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_19.raw	19	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_19.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 32	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_2.raw	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_2.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 33	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_20.raw	20	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_20.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 34	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_3.raw	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_3.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 35	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_4.raw	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_4.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 36	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_5.raw	5	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_5.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
Sample 2	Homo sapiens	Colon	HCT116	caucasian	48Y	Male	Colorectal cancer	epithelial	adult	not available	cell line	2	Run 37	proteomic profiling by mass spectrometry	20181120_HCT116_P&ACN_up_6.raw	6	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20181120_HCT116_P&ACN_up_6.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HCT116
