source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 1	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 11	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F22F37_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F22F37_hybrid.raw	1	11	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 1	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 12	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F23F38_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F23F38_hybrid.raw	1	12	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 1	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 13	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F24F39_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F24F39_hybrid.raw	1	13	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 1	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 14	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F25F40_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F25F40_hybrid.raw	1	14	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 1	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 15	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F26F41_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F26F41_hybrid.raw	1	15	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 16	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F12F27_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F12F27_uni.raw	1	1	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 17	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F13F28_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F13F28_uni.raw	1	2	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 18	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F14F29_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F14F29_uni.raw	1	3	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 19	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F15F30_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F15F30_uni.raw	1	4	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 20	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F16F31_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F16F31_uni.raw	1	5	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 21	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F17F32_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F17F32_uni.raw	1	6	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 22	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F18F33_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F18F33_uni.raw	1	7	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 23	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F19F34_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F19F34_uni.raw	1	8	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 24	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F20F35_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F20F35_uni.raw	1	9	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 25	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F21F36_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F21F36_uni.raw	1	10	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 26	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F22F37_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F22F37_uni.raw	1	11	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 27	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F23F38_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F23F38_uni.raw	1	12	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 28	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F24F39_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F24F39_uni.raw	1	13	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 29	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F25F40_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F25F40_uni.raw	1	14	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 2	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 30	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F26F41_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F26F41_uni.raw	1	15	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 3	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 31	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_ET_F12_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_ET_F12_hybrid.raw	1	1	AC=MS:1001915;NT=leukocyte elastase	AC=MS:1001251;NT=Trypsin	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
