source name	assay name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[technical replicate]	comment[Parameter group]	comment[proteomexchange accession number]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[Experiment]	comment[PTM]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]
Sample 1	run 23	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 0	PXD004332	PG_Ingel_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_23.raw	23	In gel digestion	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 1	run 24	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 0	PXD004332	PG_Ingel_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_24.raw	24	In gel digestion	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 1	run 25	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 0	PXD004332	PG_Ingel_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_25.raw	25	In gel digestion	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 26	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_01.raw	26	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 27	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_02.raw	27	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 28	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_03.raw	28	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 29	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_04.raw	29	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 30	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_05.raw	30	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 31	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_06.raw	31	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 32	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_07.raw	32	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 33	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_08.raw	33	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 34	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_09_150105153740.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_09_150105153740.raw	34	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 35	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_10.raw	35	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 36	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_11.raw	36	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 2	run 37	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_12.raw	37	In solution digestion 400 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 38	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_1_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_1_Fusion.raw	38	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 39	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_2_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_2_Fusion.raw	39	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 40	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_3_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_3_Fusion.raw	40	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 41	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_4_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_4_Fusion.raw	41	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 42	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_5_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_5_Fusion.raw	42	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 43	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_6_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_6_Fusion.raw	43	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 44	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_7_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_7_Fusion.raw	44	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 45	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_8_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_8_Fusion.raw	45	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 46	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_9_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_9_Fusion.raw	46	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
