source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	characteristics[phenotype]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	factor value[phenotype]
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 11	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_11.raw	1	11	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 12	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_12.raw	1	12	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 13	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_13.raw	1	13	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 14	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_14.raw	1	14	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 15	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_15.raw	1	15	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 16	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_16.raw	1	16	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 17	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_17.raw	1	17	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 18	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_18.raw	1	18	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 19	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_19.raw	1	19	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 20	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_20.raw	1	20	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 21	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_21.raw	1	21	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 22	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_22.raw	1	22	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 23	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_23.raw	1	23	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
mHCT116_iTRAQ	Homo sapiens	Colorectum	HCT116	epithelial	not available	not available	adult	Male	Colorectal cancer	not available	1	HCT116 parent clone without metastasis	run 24	proteomic profiling by mass spectrometry	120307_mHCT116_iTRAQ_24.raw	1	24	itraq114	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=iTRAQ4plex; MT=fixed; PP=Anywhere;AC=Unimod:214; TA=K; MM=144	NT=iTRAQ4plex; MT=fixed; PP=Any N-Term;AC=Unimod:214; TA=.; MM=144	NT=iTRAQ4plex; MT=variable; PP=Anywhere;AC=Unimod:214; TA=Y; MM=144	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000205.0/120307_mHCT116_iTRAQ_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	HCT116 parent clone without metastasis
