source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	Comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	Factor Value[Phenotype]
Sample 2	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 17	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_EV_IP_Band05.RAW		5	OR3_090731_BTrCp_EV_IP_Band05.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:51	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Control
Sample 2	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 18	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_EV_IP_Band06.RAW		6	OR3_090731_BTrCp_EV_IP_Band06.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:52	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Control
Sample 2	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 19	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_EV_IP_Band07.RAW		7	OR3_090731_BTrCp_EV_IP_Band07.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:53	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Control
Sample 2	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 20	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_EV_IP_Band08.RAW		8	OR3_090731_BTrCp_EV_IP_Band08.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:54	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Control
Sample 2	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 21	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_EV_IP_Band09.RAW		9	OR3_090731_BTrCp_EV_IP_Band09.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:55	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Control
Sample 2	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 22	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_EV_IP_Band10.RAW		10	OR3_090731_BTrCp_EV_IP_Band10.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:56	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Control
Sample 2	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 23	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_EV_IP_Band11.RAW		11	OR3_090731_BTrCp_EV_IP_Band11.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:57	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Control
Sample 2	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 24	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_EV_IP_Band12.RAW		12	OR3_090731_BTrCp_EV_IP_Band12.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:58	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Control
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 25	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band01.RAW		1	OR3_090731_BTrCp_WT_IP_Band01.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:59	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 26	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band02.RAW		2	OR3_090731_BTrCp_WT_IP_Band02.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:60	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 27	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band03.RAW		3	OR3_090731_BTrCp_WT_IP_Band03.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:61	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 28	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band04.RAW		4	OR3_090731_BTrCp_WT_IP_Band04.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:62	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 29	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band05.RAW		5	OR3_090731_BTrCp_WT_IP_Band05.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:63	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 30	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band06.RAW		6	OR3_090731_BTrCp_WT_IP_Band06.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:64	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 31	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band07.RAW		7	OR3_090731_BTrCp_WT_IP_Band07.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:65	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 32	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band08.RAW		8	OR3_090731_BTrCp_WT_IP_Band08.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:66	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 33	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band09.RAW		9	OR3_090731_BTrCp_WT_IP_Band09.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:67	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 34	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band10.RAW		10	OR3_090731_BTrCp_WT_IP_Band10.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:68	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
