source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	material type	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomexchange accession number]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[lowest observed m/z]	comment[highest observed m/z]	factor value[cell line]
CNS_SF295_a	Homo sapiens	brain	not available	SF295	not available	glioblastoma	caucasian	Female	67Y	cell	1	Run 18	proteomic profiling by mass spectrometer	guot_L130613_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SF295
ME_SKMEL28_a	Homo sapiens	skin	not available	SK-MEL-28	not available	malignant melanoma	caucasian	Male	51Y	cell	1	Run 19	proteomic profiling by mass spectrometer	guot_L130613_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SK-MEL-28
CO_SW620_a	Homo sapiens	large intestine	not available	SW620	not available	colon adenocarcinoma	caucasian	Male	51Y	cell	1	Run 20	proteomic profiling by mass spectrometer	guot_L130613_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130613_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SW620
RE_A498_a	Homo sapiens	kidney	not available	A498	not available	renal carcinoma	caucasian	Male	52Y	cell	1	Run 21	proteomic profiling by mass spectrometer	guot_L130614_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	A498
LC_NCIH322M_a	Homo sapiens	lung	not available	NCI-H322M	not available	lung carcinoma	caucasian	Male	52Y	cell	1	Run 22	proteomic profiling by mass spectrometer	guot_L130614_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H322M
OV_OVCAR8_a	Homo sapiens	ovary	not available	OVCAR8	not available	ovarian serous cystadenocarcinoma	caucasian	Female	64Y	cell	1	Run 23	proteomic profiling by mass spectrometer	guot_L130614_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	OVCAR8
CNS_SNB19_a	Homo sapiens	brain	not available	SNB19	not available	glioma	caucasian	Male	75Y	cell	1	Run 24	proteomic profiling by mass spectrometer	guot_L130614_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SNB19
ME_UACC62_a	Homo sapiens	skin	not available	UACC-62	not available	skin cutaneous melanoma	caucasian	not available	not available	cell	1	Run 25	proteomic profiling by mass spectrometer	guot_L130614_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130614_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	UACC-62
RE_ACHN_a	Homo sapiens	kidney	not available	ACHN	not available	renal adenocarcinoma	caucasian	Male	22Y	cell	1	Run 26	proteomic profiling by mass spectrometer	guot_L130615_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	ACHN
ME_MALME3M_a	Homo sapiens	skin	not available	MALME3M	not available	malignant melanoma	caucasian	Male	43Y	cell	1	Run 27	proteomic profiling by mass spectrometer	guot_L130615_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MALME3M
OV_OVCAR4_a	Homo sapiens	ovary	not available	OVCAR4	not available	ovarian serous cystadenocarcinoma	caucasian	Female	42Y	cell	1	Run 28	proteomic profiling by mass spectrometer	guot_L130615_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	OVCAR4
LE_RPMI8226_a	Homo sapiens	blood	not available	RPMI8226	not available	B-cell plasmacytoma; myeloma	caucasian	Male	61Y	cell	1	Run 29	proteomic profiling by mass spectrometer	guot_L130615_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	RPMI8226
BR_T47D_a	Homo sapiens	breast	not available	T47D	not available	breast ductal adenocarcinoma	caucasian	Female	54Y	cell	1	Run 30	proteomic profiling by mass spectrometer	guot_L130615_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130615_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	T47D
LC_A549_a	Homo sapiens	lung	not available	A549	not available	lung carcinoma	caucasian	Male	58Y	cell	1	Run 31	proteomic profiling by mass spectrometer	guot_L130616_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	A549
BR_BT549_a	Homo sapiens	breast	not available	BT549	not available	breast ductal adenocarcinoma	caucasian	Female	72Y	cell	1	Run 32	proteomic profiling by mass spectrometer	guot_L130616_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	BT549
LC_NCIH522_a	Homo sapiens	lung	not available	NCI-H522	not available	non-small cell lung carcinoma	caucasian	Male	58Y	cell	1	Run 33	proteomic profiling by mass spectrometer	guot_L130616_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H522
RE_TK10_a	Homo sapiens	kidney	not available	TK-10	not available	renal cell adenocarcinoma	caucasian	Male	43Y	cell	1	Run 34	proteomic profiling by mass spectrometer	guot_L130616_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	TK-10
ME_UACC257_a	Homo sapiens	skin	not available	UACC-257	not available	skin cutaneous melanoma	caucasian	not available	not available	cell	1	Run 35	proteomic profiling by mass spectrometer	guot_L130616_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130616_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	UACC-257
PR_DU145_a	Homo sapiens	prostate	not available	DU 145	not available	prostate adenocarcinoma	caucasian	Male	69Y	cell	1	Run 36	proteomic profiling by mass spectrometer	guot_L130617_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	DU 145
CO_HCT15_a	Homo sapiens	large intestine	not available	HCT15	not available	colon adenocarcinoma	caucasian	Male	not available	cell	1	Run 37	proteomic profiling by mass spectrometer	guot_L130617_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HCT15
LE_MOLT4_a	Homo sapiens	blood	not available	MOLT4	not available	acute T lymphoblastic leukaemia	caucasian	Male	19Y	cell	1	Run 38	proteomic profiling by mass spectrometer	guot_L130617_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MOLT4
LC_NCIH460_a	Homo sapiens	lung	not available	NCI-H460	not available	large cell lung carcinoma	caucasian	Male	not available	cell	1	Run 39	proteomic profiling by mass spectrometer	guot_L130617_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H460
CNS_U251_a	Homo sapiens	brain	not available	U-251 MG	not available	glioblastoma	caucasian	Male	75Y	cell	1	Run 40	proteomic profiling by mass spectrometer	guot_L130617_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130617_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	U-251 MG
CO_COLO205_a	Homo sapiens	large intestine	not available	COLO205	not available	colon adenocarcinoma	caucasian	Male	70Y	cell	1	Run 41	proteomic profiling by mass spectrometer	guot_L130618_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	COLO205
BR_MDAMB468_a	Homo sapiens	breast	not available	MDAMB468	not available	breast adenocarcinoma	caucasian	Female	51Y	cell	1	Run 42	proteomic profiling by mass spectrometer	guot_L130618_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MDAMB468
LC_NCIH226_a	Homo sapiens	lung	not available	NCI-H226	not available	mesothelioma	caucasian	Male	not available	cell	1	Run 43	proteomic profiling by mass spectrometer	guot_L130618_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H226
OV_OVCAR3_a	Homo sapiens	ovary	not available	OVCAR3	not available	ovarian serous cystadenocarcinoma	caucasian	Female	60Y	cell	1	Run 44	proteomic profiling by mass spectrometer	guot_L130618_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	OVCAR3
