source Name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[organism part]	characteristics[cell line]	assay name	comment[proteomexchange accession number]	comment[file URI]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	Material Type	description	comment[Label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]
Sample 56	homo sapiens	renal cell carcinoma	kidney	renal system	786-0	run 19	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000120_F02_P000711_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000120_F02_P000711_B00_A00_R1.RAW
Sample 57	homo sapiens	melanoma	skin	melanocytes	UACC-62	run 20	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000120_E02_P000712_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000120_E02_P000712_B00_A00_R1.RAW
Sample 58	homo sapiens	non-small cell lung adenocarcinoma	lung	not available	NCI-H460	run 21	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000120_D02_P000713_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000120_D02_P000713_B00_A00_R1.RAW
Sample 59	homo sapiens	renal cell carcinoma	renal glomerulus	not available	SN12C	run 22	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000120_C02_P000714_B00_A00_R2.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000120_C02_P000714_B00_A00_R2.RAW
Sample 60	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	IGROV-1	run 23	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000120_B02_P000715_B00_A00_R2.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000120_B02_P000715_B00_A00_R2.RAW
Sample 61	homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	NCI-H23	run 24	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_A01_P000746_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_A01_P000746_B00_A00_R1.RAW
Sample 62	homo sapiens	prostate carcinoma	prostate	male reproductive system	PC-3	run 25	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_B01_P000747_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_B01_P000747_B00_A00_R1.RAW
Sample 63	homo sapiens	brain glioblastoma	brain	embryonic central brain glia	SF295	run 26	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_C01_P000748_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_C01_P000748_B00_A00_R1.RAW
Sample 64	homo sapiens	anaplastic large cell lymphoma	blood	blood component	SR	run 27	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_D01_P000749_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_D01_P000749_B00_A00_R1.RAW
Sample 65	homo sapiens	metastatic melanoma	skin	melanocytes	SK-MEL-2	run 28	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_E01_P000750_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_E01_P000750_B00_A00_R1.RAW
Sample 66	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR3	run 29	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_F01_P000751_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_F01_P000751_B00_A00_R1.RAW
Sample 67	homo sapiens	colon carcinoma	colon	colonic mucosa	HCT116	run 30	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_G01_P000752_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_G01_P000752_B00_A00_R1.RAW
Sample 68	homo sapiens	childhood T acute lymphoblastic leukemia	blood	lymphatic part of lymphoid system	CCRFCEM	run 31	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_H01_P000753_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_H01_P000753_B00_A00_R1.RAW
Sample 69	homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	run 32	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_A02_P000754_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_A02_P000754_B00_A00_R1.RAW
Sample 70	homo sapiens	adult T acute lymphoblastic leukemia	blood	lymphoid tissue	MOLT-4	run 33	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_A03_P000755_B00_A00_R3.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_A03_P000755_B00_A00_R3.RAW
Sample 71	homo sapiens	prostate carcinoma	prostate	prostate gland	DU 145	run 34	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_H02_P000756_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_H02_P000756_B00_A00_R1.RAW
Sample 72	homo sapiens	multiple myeloma	blood	blood plasma	RPMI8226	run 35	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000124_G02_P000757_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000124_G02_P000757_B00_A00_R1.RAW
Sample 73	homo sapiens	Colon adenocarcinoma	colon	colorectum	HT-29	run 36	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_G01_P000803_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_G01_P000803_B00_A00_R1.RAW
Sample 74	homo sapiens	clear cell renal carcinoma	kidney	renal glomerulus	TK-10	run 37	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_F01_P000804_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_F01_P000804_B00_A00_R1.RAW
Sample 75	homo sapiens	lung adenocarcinoma	lung	not available	NCI-H322M cell	run 38	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_E01_P000805_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_E01_P000805_B00_A00_R1.RAW
Sample 76	homo sapiens	Pleural Epithelioid Mesothelioma	lung	epithelial mesothelioma	NCI-H226	run 39	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_D01_P000806_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_D01_P000806_B00_A00_R1.RAW
Sample 77	homo sapiens	renal cell carcinoma	kidney	proximal renal artery	RXF 393	run 40	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_C01_P000807_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_C01_P000807_B00_A00_R1.RAW
Sample 78	homo sapiens	metastatic melanoma	lung	not available	Malme3M	run 41	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_B01_P000808_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_B01_P000808_B00_A00_R1.RAW
