#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[enrichment method]	characteristics[biological replicate]	characteristics[enrichment process]	assay name	technology type	comment[proteomics data acquisition method]	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]
sample 2 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps124.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120229_MLP_333188_ps111TiO2.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps111.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps111.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120229_MLP_333188_ps110ATiO2.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps125.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps124.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120229_MLP_333188_ps111TiO2.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps111.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps111.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120229_MLP_333188_ps110ATiO2.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps125.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps124.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120229_MLP_333188_ps111TiO2.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps111.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps111.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 2 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC011	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120229_MLP_333188_ps110ATiO2.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps127.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps126.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps113.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps112.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps127.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps126.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps113.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps112.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps127.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps126.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps113.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 3 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps112.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps129.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps128.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps115.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps114.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps129.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps128.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps115.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps114.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps129.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120703_MLP_363211_TiO2ps128.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps115.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 4 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC013	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_333188_Tio2ps114.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120516_psMLP119.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120601_psMLP118.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120410_MLP_333195_TiO2ps117.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120410_MLP_333195_TiO2ps116.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120802_MLP_363216_Tio2ps131.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120802_MLP_363216_Tio2ps130.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps121.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps120.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps133.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps132.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps123.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps122.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120516_psMLP119.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120601_psMLP118.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120410_MLP_333195_TiO2ps117.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120410_MLP_333195_TiO2ps116.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120802_MLP_363216_Tio2ps131.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120802_MLP_363216_Tio2ps130.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps121.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps120.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
