source name	characteristics[biological replicate]	characteristics[organism]	characteristics[organism part]	characteristics[xenograft]	characteristics[cell type]	characteristics[cell line]	characteristics[age]	characteristics[disease]	characteristics[enrichment process]	assay name	technology type	comment[cleavage agent details]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fractionation method]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[tool metadata]	comment[file uri]	comment[data file]	factor value[disease]
lung sample 1	1	mus musculus	lung	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 11	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	9	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091119_LU_5555_OGE/W091119_LU_5555_09_10_OGE_raflt_ft8_cc_01.RAW	W091119_LU_5555_09_10_OGE_raflt_ft8_cc_01.RAW	normal
lung sample 1	1	mus musculus	lung	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 12	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	10	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091119_LU_5555_OGE/W091119_LU_5555_11_OGE_raflt_ft8_cc_02.RAW	W091119_LU_5555_11_OGE_raflt_ft8_cc_02.RAW	normal
lung sample 1	1	mus musculus	lung	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 13	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	11	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091119_LU_5555_OGE/W091119_LU_5555_12_OGE_raflt_ft8_cc_01.RAW	W091119_LU_5555_12_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 14	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	1	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091121_CO_5555_01_OGE_raflt_ft8_cc_01.RAW	W091121_CO_5555_01_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 15	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	2	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091121_CO_5555_02_OGE_raflt_ft8_cc_01.RAW	W091121_CO_5555_02_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 16	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	3	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091121_CO_5555_03_OGE_raflt_ft8_cc_01.RAW	W091121_CO_5555_03_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 18	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	5	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091121_CO_5555_05_OGE_raflt_ft8_cc_01.RAW	W091121_CO_5555_05_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 17	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	4	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091123_CO_5555_04_OGE_raflt_ft8_cc_01.RAW	W091123_CO_5555_04_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 19	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	6	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091123_CO_5555_06_OGE_raflt_ft8_cc_01.RAW	W091123_CO_5555_06_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 20	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	7	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091123_CO_5555_07_OGE_raflt_ft8_cc_01.RAW	W091123_CO_5555_07_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 21	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	8	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091123_CO_5555_08_OGE_raflt_ft8_cc_01.RAW	W091123_CO_5555_08_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 22	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	9	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091123_CO_5555_09_10_OGE_raflt_ft8_cc_01.RAW	W091123_CO_5555_09_10_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 23	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	10	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091123_CO_5555_11_OGE_raflt_ft8_cc_01.RAW	W091123_CO_5555_11_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 1	1	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 24	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	11	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5555/W091121_CO_5555_OGE/W091123_CO_5555_12_OGE_raflt_ft8_cc_01.RAW	W091123_CO_5555_12_OGE_raflt_ft8_cc_01.RAW	normal
colon sample 2	2	mus musculus	colon	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 25	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	not applicable	not applicable	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5557/W091103_nCO_5557_FP/W091103_nCO_5557_FP_rafkt_ft8_cc_01.RAW	W091103_nCO_5557_FP_rafkt_ft8_cc_01.RAW	normal
lung sample 2	2	mus musculus	lung	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 26	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	not applicable	not applicable 	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5557/W091103_nLU_5557_FP/W091103_nLU_5557_FP_rafkt_ft8_cc_01.RAW	W091103_nLU_5557_FP_rafkt_ft8_cc_01.RAW	normal
lung sample 2	2	mus musculus	lung	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 27	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	1	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5557/W091218_nLU_5557_OGE/W091218_LU_5557_01_OGE_raflt_ft8_cc_01.RAW	W091218_LU_5557_01_OGE_raflt_ft8_cc_01.RAW	normal
lung sample 2	2	mus musculus	lung	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 28	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	2	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5557/W091218_nLU_5557_OGE/W091218_LU_5557_02_OGE_raflt_ft8_cc_01.RAW	W091218_LU_5557_02_OGE_raflt_ft8_cc_01.RAW	normal
lung sample 2	2	mus musculus	lung	not applicable	not available	not available	8w-12w	normal	NT= Extraction purification; AC=NCIT:C113061	run 29	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	3	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/NormalTissue/5557/W091218_nLU_5557_OGE/W091218_LU_5557_03_OGE_raflt_ft8_cc_01.RAW	W091218_LU_5557_03_OGE_raflt_ft8_cc_01.RAW	normal
