source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a21	proteomic profiling by mass spectrometry	HV_map_A21.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A21.raw	21	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a4	proteomic profiling by mass spectrometry	HV_map_A4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A4.raw	4	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a16ny	proteomic profiling by mass spectrometry	HV_map_A16ny.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A16ny.raw	16	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a1	proteomic profiling by mass spectrometry	HV_map_A1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A1.raw	1	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a34ny	proteomic profiling by mass spectrometry	HV_map_A34ny.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A34ny.raw	34	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a19	proteomic profiling by mass spectrometry	HV_map_A19.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A19.raw	19	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a36	proteomic profiling by mass spectrometry	HV_map_A36.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A36.raw	36	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a28	proteomic profiling by mass spectrometry	HV_map_A28.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A28.raw	28	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a13ny	proteomic profiling by mass spectrometry	HV_map_A13ny.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A13ny.raw	13	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a10	proteomic profiling by mass spectrometry	HV_map_A10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A10.raw	10	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a37	proteomic profiling by mass spectrometry	HV_map_A37.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A37.raw	37	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a26	proteomic profiling by mass spectrometry	HV_map_A26.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A26.raw	26	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a18ny	proteomic profiling by mass spectrometry	HV_map_A18ny.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A18ny.raw	18	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a32	proteomic profiling by mass spectrometry	HV_map_A32.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A32.raw	32	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a7	proteomic profiling by mass spectrometry	HV_map_A7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A7.raw	7	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a23	proteomic profiling by mass spectrometry	HV_map_A23.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A23.raw	23	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a25	proteomic profiling by mass spectrometry	HV_map_A25.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A25.raw	25	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	uninfected	hv_map_a17conc	proteomic profiling by mass spectrometry	HV_map_A17conc.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000651/HV_map_A17conc.raw	17	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
