#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[growth condition]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	characteristics[medium]	assay name	technology type	comment[proteomics data acquisition method]	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
WCL_sample_2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_5	Proteomic profiling by mass spectrometry	data-dependent acquisition	5	20130422_Ecoli_standard_02.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130422_Ecoli_standard_02.wiff.scan
WCL_sample_2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_6	Proteomic profiling by mass spectrometry	data-dependent acquisition	6	20130422_Ecoli_standard_03.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130422_Ecoli_standard_03.wiff.scan
WCL_sample_2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_7	Proteomic profiling by mass spectrometry	data-dependent acquisition	7	20130422_Ecoli_standard_04.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130422_Ecoli_standard_04.wiff.scan
WCL_sample_2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_8	Proteomic profiling by mass spectrometry	data-dependent acquisition	8	20130422_Ecoli_standard_05.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130422_Ecoli_standard_05.wiff.scan
WCL_sample_2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_9	Proteomic profiling by mass spectrometry	data-dependent acquisition	9	20130422_Ecoli_standard_06.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130422_Ecoli_standard_06.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_1	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_01.wiff.scan	1	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_01.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_2	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_02.wiff.scan	2	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_02.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_3	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_03.wiff.scan	3	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_03.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_4	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_04.wiff.scan	4	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_04.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_5	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_05.wiff.scan	5	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_05.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_6	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_06.wiff.scan	6	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_06.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_7	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_07.wiff.scan	7	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_07.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_8	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_08.wiff.scan	8	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_08.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_9	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_09.wiff.scan	9	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_09.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_10	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_10.wiff.scan	10	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_10.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_11	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_11.wiff.scan	11	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_11.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_12	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_12.wiff.scan	12	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_12.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_13	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_13.wiff.scan	13	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_13.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_14	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_14.wiff.scan	14	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_14.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_15	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_15.wiff.scan	15	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_15.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_16	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_16.wiff.scan	16	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_16.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_17	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_17.wiff.scan	17	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_17.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_18	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_18.wiff.scan	18	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_18.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_19	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_19.wiff.scan	19	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_19.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_20	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_21.wiff.scan	20	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_21.wiff.scan
