source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD003708_2013-Nov_22_NPA_HLB6_R2_REP2	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPA_HLB6_R2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPA_HLB7_R1_REP1	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPA_HLB7_R1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPA_HLB7_R2_REP2	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPA_HLB7_R2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPA_HLB8_R1_REP1	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPA_HLB8_R1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPA_HLB8_R2_REP2	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPA_HLB8_R2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPB_HLB1_R1_REP1	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPB_HLB1_R1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPB_HLB1_R2_REP2	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPB_HLB1_R2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPB_HLB2_R1_REP1	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPB_HLB2_R1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPB_HLB2_R2_REP2	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPB_HLB2_R2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPB_HLB3_R1_REP1	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPB_HLB3_R1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPB_HLB3_R2_REP2	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPB_HLB3_R2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
PXD003708_2013-Nov_22_NPB_HLB4_R1_REP1	Homo sapiens	Continuous cell line SW480, SW620	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	2013-Nov_22_NPB_HLB4_R1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Fixed;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Fixed;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6)15N(4);AC=UNIMOD:267;CF=13C(6)15N(4)C(-6)N(-4);MT=Variable;TA=R;MM=10.008269	NT=Label:13C(6)15N(2);AC=UNIMOD:259;CF=13C(6)15N(2)C(-6)N(-2);MT=Variable;TA=K;MM=8.014199	Not avalaible	Not avalaible	Not avalaible
