source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]
PXD003656_FN04_Mouseretina_set2_180min_10ug_C1_091213REP2_FRAC04REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC04REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN04_Mouseretina_set2_180min_10ug_C1_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN04_Mouseretina_set3_180min_10ug_C2_101015REP3_FRAC04REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC04REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN04_Mouseretina_set3_180min_10ug_C2_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN05_Mouseretina_set1_180min_10ug_C1_100715REP1_FRAC05REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC05REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN05_Mouseretina_set1_180min_10ug_C1_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN05_Mouseretina_set2_180min_10ug_C2_091213REP2_FRAC05REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC05REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN05_Mouseretina_set2_180min_10ug_C2_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN05_Mouseretina_set3_180min_10ug_C1_101015REP3_FRAC05REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC05REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN05_Mouseretina_set3_180min_10ug_C1_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN06_Mouseretina_set1_180min_10ug_C2_100715REP1_FRAC06REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC06REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN06_Mouseretina_set1_180min_10ug_C2_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN06_Mouseretina_set2_180min_10ug_C1_091213REP2_FRAC06REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC06REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN06_Mouseretina_set2_180min_10ug_C1_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN06_Mouseretina_set3_180min_10ug_C1_101015REP3_FRAC06REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC06REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN06_Mouseretina_set3_180min_10ug_C1_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN07_Mouseretina_set1_180min_10ug_C1_100715REP1_FRAC07REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC07REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN07_Mouseretina_set1_180min_10ug_C1_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN07_Mouseretina_set2_180min_10ug_C2_091213REP2_FRAC07REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC07REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN07_Mouseretina_set2_180min_10ug_C2_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN07_Mouseretina_set3_180min_10ug_C2_101015REP3_FRAC07REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC07REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN07_Mouseretina_set3_180min_10ug_C2_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN08_Mouseretina_set1_180min_10ug_C2_100715REP1_FRAC08REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC08REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN08_Mouseretina_set1_180min_10ug_C2_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN08_Mouseretina_set2_180min_10ug_C1_091213REP2_FRAC08REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC08REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN08_Mouseretina_set2_180min_10ug_C1_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN08_Mouseretina_set3_180min_10ug_C1_101015REP3_FRAC08REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC08REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN08_Mouseretina_set3_180min_10ug_C1_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN09_Mouseretina_set1_180min_10ug_C1_100715REP1_FRAC09REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC09REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN09_Mouseretina_set1_180min_10ug_C1_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN09_Mouseretina_set2_180min_10ug_C2_091213REP2_FRAC09REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC09REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN09_Mouseretina_set2_180min_10ug_C2_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN09_Mouseretina_set3_180min_10ug_C2_101015REP3_FRAC09REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC09REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN09_Mouseretina_set3_180min_10ug_C2_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN10_Mouseretina_set1_180min_10ug_C2_100715REP1_FRAC10REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC10REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN10_Mouseretina_set1_180min_10ug_C2_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN10_Mouseretina_set2_180min_10ug_C1_091213REP2_FRAC10REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC10REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN10_Mouseretina_set2_180min_10ug_C1_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN10_Mouseretina_set3_180min_10ug_C1_101015REP3_FRAC10REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC10REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN10_Mouseretina_set3_180min_10ug_C1_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN11_Mouseretina_set1_180min_10ug_C1_100715REP1_FRAC11REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC11REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN11_Mouseretina_set1_180min_10ug_C1_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN11_Mouseretina_set2_180min_10ug_C2_091213REP2_FRAC11REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC11REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN11_Mouseretina_set2_180min_10ug_C2_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN11_Mouseretina_set3_180min_10ug_C2_101015REP3_FRAC11REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC11REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN11_Mouseretina_set3_180min_10ug_C2_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN12_Mouseretina_set1_180min_10ug_C2_100715REP1_FRAC12REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC12REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN12_Mouseretina_set1_180min_10ug_C2_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN12_Mouseretina_set2_180min_10ug_C1_091213REP2_FRAC12REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC12REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN12_Mouseretina_set2_180min_10ug_C1_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN12_Mouseretina_set3_180min_10ug_C1_101015REP3_FRAC12REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC12REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN12_Mouseretina_set3_180min_10ug_C1_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN13_Mouseretina_set1_180min_10ug_C1_100715REP1_FRAC13REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC13REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN13_Mouseretina_set1_180min_10ug_C1_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN13_Mouseretina_set2_180min_10ug_C2_091213REP2_FRAC13REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC13REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN13_Mouseretina_set2_180min_10ug_C2_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN13_Mouseretina_set3_180min_10ug_C2_101015REP3_FRAC13REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC13REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN13_Mouseretina_set3_180min_10ug_C2_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN14_Mouseretina_set1_180min_10ug_C2_100715REP1_FRAC14REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC14REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN14_Mouseretina_set1_180min_10ug_C2_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN14_Mouseretina_set2_180min_10ug_C1_091213REP2_FRAC14REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC14REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN14_Mouseretina_set2_180min_10ug_C1_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN14_Mouseretina_set3_180min_10ug_C1_101015REP3_FRAC14REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC14REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN14_Mouseretina_set3_180min_10ug_C1_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN15_Mouseretina_set1_180min_10ug_C1_100715REP1_FRAC15REP1_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP1_FRAC15REP1_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN15_Mouseretina_set1_180min_10ug_C1_100715.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN15_Mouseretina_set2_180min_10ug_C2_091213REP2_FRAC15REP2_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP2_FRAC15REP2_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN15_Mouseretina_set2_180min_10ug_C2_091213.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003656_FN15_Mouseretina_set3_180min_10ug_C2_101015REP3_FRAC15REP3_FRAC	Mus musculus	Tissue retina	not avalaible	not avalaible	REP3_FRAC15REP3_FRAC	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	FN15_Mouseretina_set3_180min_10ug_C2_101015.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
