source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]
PXD003431_GR_130529_67_OT3_ZNF175_1_HEK293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	GR_130529_67_OT3_ZNF175_1_HEK293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_GR_130529_68_OT3_ZNF175_2_HEK293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	GR_130529_68_OT3_ZNF175_2_HEK293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_GR_130529_69_OT3_ZNF382_1_HEK293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	GR_130529_69_OT3_ZNF382_1_HEK293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_GR_130529_70_OT3_ZNF382_2_HEK293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	GR_130529_70_OT3_ZNF382_2_HEK293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_41_OT3_ZNF30_1_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_41_OT3_ZNF30_1_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_42_OT3_ZNF30_2_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_42_OT3_ZNF30_2_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_43_OT3_ZNF33A_1_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_43_OT3_ZNF33A_1_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_44_OT3_ZNF33A_2_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_44_OT3_ZNF33A_2_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_45_OT3_ZNF121_1_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_45_OT3_ZNF121_1_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_46_OT3_ZNF121_2_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_46_OT3_ZNF121_2_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_55_OT3_KLF14_1_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_55_OT3_KLF14_1_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_56_OT3_KLF14_2_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_56_OT3_KLF14_2_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_75_OT3_KLF10_1_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_75_OT3_KLF10_1_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130725_76_OT3_KLF10_2_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130725_76_OT3_KLF10_2_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130906_41_OT3_ZNF264_GFP_1_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130906_41_OT3_ZNF264_GFP_1_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130906_42_OT3_ZNF264_GFP_2_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130906_42_OT3_ZNF264_GFP_2_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130906_43_OT3_GLI4_GFP_1_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130906_43_OT3_GLI4_GFP_1_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130906_44_OT3_GLI4_GFP_2_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130906_44_OT3_GLI4_GFP_2_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130906_47_OT3_ZNF585b_GFP_1_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130906_47_OT3_ZNF585b_GFP_1_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_130906_48_OT3_ZNF585b_GFP_2_293	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_130906_48_OT3_ZNF585b_GFP_2_293.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_11_OT3_ZNF213_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_11_OT3_ZNF213_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_12_OT3_ZNF213_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_12_OT3_ZNF213_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_17_OT3_ZNF449_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_17_OT3_ZNF449_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_21_OT3_ZNF323_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_21_OT3_ZNF323_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_22_OT3_ZNF323_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_22_OT3_ZNF323_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_25_OT3_ZNF238_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_25_OT3_ZNF238_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_26_OT3_ZNF238_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_26_OT3_ZNF238_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_31_OT3_ZNF200_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_31_OT3_ZNF200_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_32_OT3_ZNF200_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_32_OT3_ZNF200_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_35_OT3_KLF12_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_35_OT3_KLF12_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_36_OT3_KLF12_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_36_OT3_KLF12_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_41_OT3_ZNF85_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_41_OT3_ZNF85_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_42_OT3_ZNF85_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_42_OT3_ZNF85_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_47_OT3_ZNF350_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_47_OT3_ZNF350_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_48_OT3_ZNF350_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_48_OT3_ZNF350_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_63_OT3_IKZF2_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_63_OT3_IKZF2_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_7_OT3_ZFP64_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_7_OT3_ZFP64_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_CRM_140303_8_OT3_ZFP64_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_CRM_140303_8_OT3_ZFP64_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_TF_131021_23_OT3_ZFP42_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_TF_131021_23_OT3_ZFP42_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_TF_131021_24_OT3_ZFP42_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_TF_131021_24_OT3_ZFP42_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_TF_131021_75_OT3_ZBTB26_X_GFP_293_1_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_TF_131021_75_OT3_ZBTB26_X_GFP_293_1_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
PXD003431_HG_TF_131021_76_OT3_ZBTB26_X_GFP_293_2_1	Homo sapiens	Continuous cell line HEK293	not avalaible	not avalaible	1	not avalaible	not avalaible	not avalaible	not avalaible	0.006 Da	0.1 Da	NT=CID	HG_TF_131021_76_OT3_ZBTB26_X_GFP_293_2_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915
