source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD004655_140819_QE_206_Kimura_14_BC_2	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	4.2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_14_BC_2.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_15_BC_3	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	4.3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_15_BC_3.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_16_BC_4	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	4.4	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_16_BC_4.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_17_B13_1	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	5.1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_17_B13_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_18_B13_2	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	5.2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_18_B13_2.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_19_B13_3	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	5.3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_19_B13_3.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_20_B13_4	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	5.4	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_20_B13_4.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_21_B4_1	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	6.1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_21_B4_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_22_B4_2	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	6.2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_22_B4_2.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_23_B4_3	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	6.3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_23_B4_3.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140819_QE_206_Kimura_24_B4_4	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	6.4	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140819_QE_206_Kimura_24_B4_4.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140821_QE_206_Kimura_25_CC_1	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	7.1	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140821_QE_206_Kimura_25_CC_1.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140821_QE_206_Kimura_26_CC_2	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	7.2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140821_QE_206_Kimura_26_CC_2.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140821_QE_206_Kimura_27_CC_3	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	7.3	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140821_QE_206_Kimura_27_CC_3.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
PXD004655_140821_QE_206_Kimura_28_CC_4	Homo sapiens	Continuous cell line HeLa	not avalaible	not avalaible	7.4	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	140821_QE_206_Kimura_28_CC_4.mgf	NT=Trypsin (no P rule) (no P rule)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Fixed;TA=K;MM=6.020129	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=R;MM=6.020129	NT=Label:13C(6);AC=UNIMOD:188;CF=13C(6)C(-6);MT=Variable;TA=K;MM=6.020129
