source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	characteristics[phenotype]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters].3	comment[fractionation method]	comment[fractionation method]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	factor value[phenotype]
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 11	proteomic profiling by mass spectrometry	111229_pHL11.raw	11	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL11.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW490 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 12	proteomic profiling by mass spectrometry	111229_pHL12.raw	12	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL12.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW491 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 13	proteomic profiling by mass spectrometry	111229_pHL13.raw	13	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL13.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW492 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 14	proteomic profiling by mass spectrometry	111229_pHL14.raw	14	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL14.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW493 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 15	proteomic profiling by mass spectrometry	111229_pHL15.raw	15	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL15.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW494 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 16	proteomic profiling by mass spectrometry	111229_pHL16.raw	16	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL16.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW495 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 17	proteomic profiling by mass spectrometry	111229_pHL17.raw	17	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL17.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW496 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 18	proteomic profiling by mass spectrometry	111229_pHL18.raw	18	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL18.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW497 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 19	proteomic profiling by mass spectrometry	111229_pHL19.raw	19	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL19.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW498 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 20	proteomic profiling by mass spectrometry	111229_pHL20.raw	20	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL20.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW499 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 21	proteomic profiling by mass spectrometry	111229_pHL21.raw	21	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL21.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW500 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 22	proteomic profiling by mass spectrometry	111229_pHL22.raw	22	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL22.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW501 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 23	proteomic profiling by mass spectrometry	111229_pHL23.raw	23	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL23.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW502 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 24	proteomic profiling by mass spectrometry	111229_pHL24.raw	24	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL24.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW503 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 25	proteomic profiling by mass spectrometry	111229_pHL25.raw	25	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL25.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW504 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 26	proteomic profiling by mass spectrometry	111229_pHL26.raw	26	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL26.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW505 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 27	proteomic profiling by mass spectrometry	111229_pHL27.raw	27	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL27.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW506 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 28	proteomic profiling by mass spectrometry	111229_pHL28.raw	28	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL28.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW507 cell line
