source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	factor value[organism]
RnoF	Oryza sativa	not available	not available	not available	1	not available	run 11	proteomic profiling by mass spectrometry	090313mh_RnoF.RAW	1	1	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	https://repository.jpostdb.org/data/JPST000156.0/090313mh_RnoF.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
RnoF_1500ng	Oryza sativa	not available	not available	not available	1	not available	run 12	proteomic profiling by mass spectrometry	090313mh_RnoF_1500ng.RAW	1	2	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	https://repository.jpostdb.org/data/JPST000156.0/090313mh_RnoF_1500ng.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
SCX	Oryza sativa	not available	not available	not available	1	not available	run 13	proteomic profiling by mass spectrometry	090405MH_SCX_1.RAW	1	1	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000156.0/090405MH_SCX_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
SCX	Oryza sativa	not available	not available	not available	1	not available	run 14	proteomic profiling by mass spectrometry	090405MH_SCX_2.RAW	1	2	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000156.0/090405MH_SCX_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
SCX	Oryza sativa	not available	not available	not available	1	not available	run 15	proteomic profiling by mass spectrometry	090405MH_SCX_3.RAW	1	3	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000156.0/090405MH_SCX_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
SCX	Oryza sativa	not available	not available	not available	1	not available	run 16	proteomic profiling by mass spectrometry	090405MH_SCX_4.RAW	1	4	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000156.0/090405MH_SCX_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
SCX	Oryza sativa	not available	not available	not available	1	not available	run 17	proteomic profiling by mass spectrometry	090405MH_SCX_5.RAW	1	5	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000156.0/090405MH_SCX_5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
SCX	Oryza sativa	not available	not available	not available	1	not available	run 18	proteomic profiling by mass spectrometry	090405MH_SCX_FT.RAW	1	6	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000156.0/090405MH_SCX_FT.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
Rice_IEF	Oryza sativa	not available	not available	not available	1	not available	run 19	proteomic profiling by mass spectrometry	150409MH_Rice_IEF1.RAW	1	1	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Isoelectric focusing;AC=PRIDE:0000553	https://repository.jpostdb.org/data/JPST000156.0/150409MH_Rice_IEF1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
Rice_IEF	Oryza sativa	not available	not available	not available	1	not available	run 20	proteomic profiling by mass spectrometry	150409MH_Rice_IEF2.RAW	1	2	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Isoelectric focusing;AC=PRIDE:0000553	https://repository.jpostdb.org/data/JPST000156.0/150409MH_Rice_IEF2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
Rice_IEF	Oryza sativa	not available	not available	not available	1	not available	run 21	proteomic profiling by mass spectrometry	150409MH_Rice_IEF3.RAW	1	3	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Isoelectric focusing;AC=PRIDE:0000553	https://repository.jpostdb.org/data/JPST000156.0/150409MH_Rice_IEF3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
Rice_IEF	Oryza sativa	not available	not available	not available	1	not available	run 22	proteomic profiling by mass spectrometry	150409MH_Rice_IEF4.RAW	1	4	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Isoelectric focusing;AC=PRIDE:0000553	https://repository.jpostdb.org/data/JPST000156.0/150409MH_Rice_IEF4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
Rice_IEF	Oryza sativa	not available	not available	not available	1	not available	run 23	proteomic profiling by mass spectrometry	150409MH_Rice_IEF5.RAW	1	5	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;MT=variable;TA=N-term;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=variable;TA=E;AC=UNIMOD:27	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Isoelectric focusing;AC=PRIDE:0000553	https://repository.jpostdb.org/data/JPST000156.0/150409MH_Rice_IEF5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Oryza sativa
