source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	comment[Fractionation method]	comment[fraction identifier]	comment[technical replicate]
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 11	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH1_11.raw	HpH1_11.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	11	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 12	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH1_12.raw	HpH1_12.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	12	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 13	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH1_13.raw	HpH1_13.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	13	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 14	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH1_14.raw	HpH1_14.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	14	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 15	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_01.raw	HpH2_01.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	1	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 16	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_02.raw	HpH2_02.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	2	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 17	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_03.raw	HpH2_03.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	3	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 18	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_04.raw	HpH2_04.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	4	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 19	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_05.raw	HpH2_05.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 20	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_06.raw	HpH2_06.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	6	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 21	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_07.raw	HpH2_07.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	7	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 22	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_08.raw	HpH2_08.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 23	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_09.raw	HpH2_09.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 24	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_10.raw	HpH2_10.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	10	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 25	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_11.raw	HpH2_11.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	11	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 26	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_12.raw	HpH2_12.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	12	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 27	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_13.raw	HpH2_13.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	13	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 28	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH2_14.raw	HpH2_14.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	14	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 29	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_01.raw	HpH3_01.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	1	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 30	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_02.raw	HpH3_02.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	2	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 31	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_03.raw	HpH3_03.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	3	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 32	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_04.raw	HpH3_04.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	4	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	enrichment of phosphorylated Protein	run 33	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_05.raw	HpH3_05.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	3
