source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[mass]	characteristics[spiked compound]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[spiked compound]
100amol_2	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=100 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 11	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_36.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_36.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=100 amol;CN=UPS1;CV=Standards Research Group
100amol_4	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=100 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 12	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_117.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_117.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=100 amol;CN=UPS1;CV=Standards Research Group
250amol_1	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 13	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_08.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_08.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group
250amol_2	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 14	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_38.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_38.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group
250amol_3	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 15	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_69.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_69.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group
250amol_4	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 16	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_119.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_119.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=250 amol;CN=UPS1;CV=Standards Research Group
500amol_1	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 17	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_10.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_10.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group
500amol_3	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 18	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_71.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_71.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group
500amol_2	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 19	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_40.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_40.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group
500amol_4	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group	1	lysate	run 20	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_121.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_121.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=500 amol;CN=UPS1;CV=Standards Research Group
1fmol_1	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 21	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_12.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_12.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group
1fmol_2	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 22	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_42.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_42.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group
1fmol_3	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 23	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_73.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_73.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group
1fmol_4	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 24	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_123.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_123.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=1 fmol;CN=UPS1;CV=Standards Research Group
5fmol_1	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 25	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_14.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_14.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group
5fmol_3	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 26	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_75.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_75.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group
5fmol_2	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 27	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_44.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_44.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group
5fmol_4	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 28	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_125.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_125.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=5 fmol;CN=UPS1;CV=Standards Research Group
10fmol_1	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=10 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 29	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_16.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_16.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=10 fmol;CN=UPS1;CV=Standards Research Group
10fmol_2	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=10 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 30	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_46.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_46.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=10 fmol;CN=UPS1;CV=Standards Research Group
10fmol_3	Saccharomyces cerevisiae	not available	not available	not available	1 ug	CT=mixture;QY=10 fmol;CN=UPS1;CV=Standards Research Group	1	lysate	run 31	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	5 ppm	0.07 Da	NT=trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009815/QEKAC160601_77.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEKAC160601_77.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	CT=mixture;QY=10 fmol;CN=UPS1;CV=Standards Research Group
