source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
Sample 1	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	50Y	male	Caucasian	epithelial	SW480	1	cell	run 14	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW480_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW480_fr14.raw	1	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW480
Sample 1	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	50Y	male	Caucasian	epithelial	SW480	1	cell	run 15	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW480_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW480_fr15.raw	1	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW480
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 16	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr01.raw	1	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 17	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr02.raw	1	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 18	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr03.raw	1	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 19	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr04.raw	1	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 20	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr05.raw	1	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 21	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr06.raw	1	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 22	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr07.raw	1	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 23	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr08.raw	1	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 24	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr09.raw	1	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 25	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr10.raw	1	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 26	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr11.raw	1	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 27	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr12.raw	1	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 28	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr13.raw	1	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 29	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr14.raw	1	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 2	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	51Y	male	Caucasian	epithelial	SW620	1	cell	run 30	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW620_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW620_fr15.raw	1	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW620
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 31	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr01.raw	1	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 32	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr02.raw	1	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 33	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr03.raw	1	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 34	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr04.raw	1	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 35	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr05.raw	1	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 36	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr06.raw	1	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 37	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr07.raw	1	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 38	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr08.raw	1	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 39	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr09.raw	1	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 40	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr10.raw	1	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 41	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr11.raw	1	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 42	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr12.raw	1	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 43	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr13.raw	1	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 44	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr14.raw	1	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 3	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	81Y	female	Caucasian	epithelial	SW948	1	cell	run 45	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_SW948_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_SW948_fr15.raw	1	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	SW948
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	1	cell	run 46	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_T84_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr01.raw	1	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	1	cell	run 47	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_T84_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr02.raw	1	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	1	cell	run 48	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_T84_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr03.raw	1	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	T84
Sample 4	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	72Y	male	not available	epithelial	T84	1	cell	run 49	proteomic profiling by mass spectrometry	A0253_kfs_20140421r_T84_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_kfs_20140421r_T84_fr04.raw	1	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	T84
