source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
Sample 2	Homo sapiens	skin	epithelial	C32TG	adult	amelanotic melanoma	Caucasian	male	53Y	1	cell	run 11	proteomic profiling by mass spectrometry	C32TG_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/C32TG_F2.raw	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	C32TG
Sample 2	Homo sapiens	skin	epithelial	C32TG	adult	amelanotic melanoma	Caucasian	male	53Y	1	cell	run 12	proteomic profiling by mass spectrometry	C32TG_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/C32TG_F3.raw	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	C32TG
Sample 2	Homo sapiens	skin	epithelial	C32TG	adult	amelanotic melanoma	Caucasian	male	53Y	1	cell	run 13	proteomic profiling by mass spectrometry	C32TG_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/C32TG_F4.raw	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	C32TG
Sample 2	Homo sapiens	skin	epithelial	C32TG	adult	amelanotic melanoma	Caucasian	male	53Y	1	cell	run 14	proteomic profiling by mass spectrometry	C32TG_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/C32TG_F5.raw	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	C32TG
Sample 2	Homo sapiens	skin	epithelial	C32TG	adult	amelanotic melanoma	Caucasian	male	53Y	1	cell	run 15	proteomic profiling by mass spectrometry	C32TG_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/C32TG_F6.raw	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	C32TG
Sample 2	Homo sapiens	skin	epithelial	C32TG	adult	amelanotic melanoma	Caucasian	male	53Y	1	cell	run 16	proteomic profiling by mass spectrometry	C32TG_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/C32TG_F7.raw	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	C32TG
Sample 2	Homo sapiens	skin	epithelial	C32TG	adult	amelanotic melanoma	Caucasian	male	53Y	1	cell	run 17	proteomic profiling by mass spectrometry	C32TG_F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/C32TG_F8.raw	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	C32TG
Sample 2	Homo sapiens	skin	epithelial	C32TG	adult	amelanotic melanoma	Caucasian	male	53Y	1	cell	run 18	proteomic profiling by mass spectrometry	C32TG_F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/C32TG_F9.raw	1	9	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	C32TG
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 19	proteomic profiling by mass spectrometry	SKEML28_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKEML28_F4.raw	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 20	proteomic profiling by mass spectrometry	SKMEL28_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKMEL28_F1.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 21	proteomic profiling by mass spectrometry	SKMEL28_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKMEL28_F2.raw	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 22	proteomic profiling by mass spectrometry	SKMEL28_F2a.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKMEL28_F2a.raw	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 23	proteomic profiling by mass spectrometry	SKMEL28_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKMEL28_F3.raw	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 24	proteomic profiling by mass spectrometry	SKMEL28_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKMEL28_F5.raw	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 25	proteomic profiling by mass spectrometry	SKMEL28_F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKMEL28_F6.raw	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 26	proteomic profiling by mass spectrometry	SKMEL28_F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKMEL28_F7.raw	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
Sample 3	Homo sapiens	skin	melanoma	SK-MEL-28	adult	malignant melanoma	not available	male	51Y	1	cell	run 27	proteomic profiling by mass spectrometry	SKMEL_F3b.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD005539/SKMEL_F3b.raw	1	9	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT= LTQ Orbitrap Elite;AC=MS:1001910	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Variable;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.60 Da	SK-MEL-28
